PID,LotArea,Age,TotalBsmtSF,SalePrice
916403010,11457,23,1392,175000
916403200,9839,31,712,204000
916403250,14419,24,1645,213500
916455070,6853,10,1267,220000
916460110,9157,8,912,170000
916475040,14601,5,1838,315000
921128050,12633,4,1978,425000
923201100,12518,43,1008,139500
923202060,21750,51,0,115000
923203110,4500,13,1204,162000
923203190,4500,12,1224,165000
923225360,1596,38,462,91000
923225490,9858,43,864,130000
923226270,1526,41,630,86000
923227080,13383,42,1188,160000
923228110,1477,41,630,80000
923228150,1533,41,546,97000
923228230,2217,41,546,88000
923230200,7689,39,796,131900
923252075,7706,18,384,131250
923275040,9101,33,1097,165500
923275140,8780,26,833,112000
923276260,7669,19,828,149000
923400025,14115,18,796,143000
923400110,10429,19,624,130000
924100040,9819,34,1567,196000
924100060,10457,42,784,173000
526351030,11029,53,1184,176500
526353050,12925,41,1205,237500
526354070,11075,42,952,206900
527105050,8702,14,926,187500
527106050,8139,16,680,165000
527106140,9535,13,926,195500
527106150,9042,13,943,192000
527107010,15038,15,916,173000
527107090,14137,15,1348,177900
527107210,21872,15,729,175000
527127140,4923,10,1593,286000
527131110,6264,14,1664,247900
527140090,5395,18,1337,180000
527145090,5070,19,1280,180000
527161010,10839,14,926,181000
527162180,11184,13,932,183000
527163100,8000,16,773,188000
527164120,10832,17,712,194500
527165010,14067,20,836,185000
527183030,4671,23,1228,189000
527183060,5950,22,1337,188500
527208010,13543,6,1168,355000
527212050,11198,6,1122,325000
527214030,15401,7,1884,387000
527226020,31220,59,1632,115000
527252080,8118,4,1710,334000
527276040,47280,61,1488,133000
527301170,20544,25,791,215000
527301245,12680,23,1675,226500
527302050,12090,30,1422,175500
527302070,10825,28,1260,181900
527302185,18559,33,2048,235000
527302210,14450,32,1782,220000
527325070,12227,34,1330,272000
527325240,13068,35,1211,161000
527326130,15611,34,1126,175000
527354160,10400,31,738,185000
527357110,9743,42,720,146900
527357180,12511,33,1420,292500
527358120,11361,35,1193,180000
527359030,10400,35,1444,159900
527359070,10480,35,803,205000
527378020,10000,38,1176,157000
527380240,14311,15,1236,306000
527401130,9000,37,896,133000
527402060,9750,42,1054,151000
527402130,10295,42,936,111900
527403360,7560,40,864,123000
527425035,12735,39,864,111250
527427110,4060,13,1405,181000
527450110,1680,38,483,103400
527450250,1680,38,483,100000
527450520,1890,39,483,100500
527451060,1869,41,483,106000
527451290,1680,40,483,85400
527451400,1680,40,483,89500
527451550,1680,39,630,111750
527452150,4043,34,1069,140000
527453160,2308,36,855,143000
527454120,2529,34,1055,148500
527455270,9477,45,864,110000
528102030,12444,3,1932,394617
528102110,12474,4,1682,426000
528104050,14803,4,2078,385000
528104080,14948,3,1452,446261
528108150,12704,4,1582,317500
528110080,13891,4,1710,372402
528110110,13693,4,2418,417500
528114040,14418,4,1950,383000
528118030,13418,5,1850,390000
528118090,12539,6,1620,460000
528120130,12151,6,1414,379000
528142020,8899,4,948,250000
528142140,10574,7,1148,316000
528164060,12720,8,2535,615000
528166120,13688,8,1572,412500
528170070,10625,8,998,284000
528172080,10845,8,1603,284000
528178070,16900,10,1479,421250
528178090,16451,8,1765,370000
528180110,10110,3,1858,336860
528180140,8769,3,1702,367294
528181010,12304,6,1367,192000
528186030,12677,8,1518,274000
528186080,8849,6,1684,266000
528186130,8232,4,1800,370967
528186160,6240,5,1342,234250
528186170,6240,5,1342,219500
528188090,2448,8,764,155000
528188150,2448,8,764,154000
528190010,8198,7,1358,207000
528228345,3940,8,1415,195000
528228405,3940,7,1393,219990
528228445,3182,6,1346,191000
528228465,3182,4,1266,159895
528228540,3710,4,1146,187687
528235020,9024,7,789,179000
528235120,7415,7,839,193000
528235180,9587,6,856,190000
528240040,8029,6,728,176000
528240050,8010,9,840,188000
528250030,8396,8,847,213000
528253020,7301,4,1350,217300
528280130,10261,11,936,186500
528280180,8220,11,982,226750
528290010,15384,7,788,184000
528290090,7750,9,707,176000
528292060,12460,12,1037,225000
528294060,8390,12,831,185900
528315060,9660,14,1173,284500
528315110,9200,13,1470,315000
528326030,14260,11,1145,250000
528326110,11000,11,1519,291000
528346050,11675,13,1982,350000
528354100,10990,15,1064,279500
528363020,11929,16,1242,290000
528363110,10437,16,2109,350000
528365060,10542,18,1311,341000
528365080,10010,18,1080,287500
528387050,10944,17,1223,271000
528390020,14303,17,1986,301500
528427010,11932,4,1580,235128
528427070,14598,4,894,214000
528429050,11957,5,1574,232000
528429070,13253,5,1578,240000
528429080,14587,3,1498,264132
528431060,10206,4,1563,245000
528431080,12274,3,1417,227680
528431120,9801,4,1341,257000
528435020,9428,4,955,297900
528439010,10037,5,1460,247000
528458030,8640,4,1363,212700
528458050,8640,4,1372,250580
528462040,11639,4,1428,182000
528477040,9803,6,866,226700
528478030,9375,8,1053,250000
528478040,10625,6,1026,250000
528480060,10800,4,1034,339750
528480160,8125,4,813,205950
528482020,10625,4,1660,256000
528488140,7500,4,1218,230348
528490080,8791,8,864,207500
531363060,7500,7,1080,141000
531371070,10110,8,835,188000
531373060,12774,8,835,192500
531375050,13072,6,1175,146000
531375110,13695,7,1114,159000
531375120,13695,8,1114,155000
531376010,8366,7,798,173000
531376070,9260,4,1162,170000
531382090,8453,16,754,182000
531382110,8480,18,886,163000
531382120,8125,17,1408,193500
531384030,14565,17,832,189000
531385060,8450,10,827,190500
531450030,8285,19,836,175000
531450090,7153,20,1278,179200
531450170,9291,18,832,187000
531451020,8012,18,1604,193000
531452140,7892,18,1199,153900
532351050,9100,48,984,128000
532353050,12968,49,912,144000
532354150,8100,50,864,135000
532376170,8450,43,890,115000
532377020,6360,48,864,119916
532378200,6768,50,912,142000
532477030,19508,37,1430,192000
532479020,10759,39,1001,140000
533125080,9205,21,930,290000
533125140,11025,18,1848,372500
533206050,4282,7,1391,196000
533208080,4017,5,625,171900
533208140,3435,7,1235,178000
533212050,3180,6,600,165000
533212140,3180,4,689,146000
533212150,3604,4,689,146000
533213070,2280,12,744,179400
533213120,2280,12,744,172900
533215020,4765,11,1614,300000
533215030,4538,10,1310,285000
533215040,4385,10,1419,290000
533215070,4109,12,1557,305000
533215080,5119,12,1698,328900
533217050,2160,12,600,160000
533217060,2160,12,672,170000
533234020,10646,10,858,223000
533236060,2645,12,960,170000
533236070,2645,12,960,200000
533236090,3951,13,970,345000
533250050,14963,15,1260,245500
533250110,11064,16,1230,217500
533250160,10846,18,1719,324000
533251120,11120,27,1232,162500
533350090,24572,34,994,150000
533350120,16280,35,1426,290000
534104100,7500,9,952,205000
534126090,10400,41,1304,174000
534127210,11104,42,1427,183000
534127230,11050,43,1740,150000
534128050,11040,40,1258,145000
534129060,15387,44,1620,215000
534175140,9750,46,1625,140500
534177180,10800,37,1522,240000
534201240,8814,43,732,141000
534202130,8872,46,912,147000
534204030,8125,46,912,135000
534225110,11072,46,1728,145000
534225120,13101,46,1728,142600
534250010,9246,38,1656,135000
534250335,13355,40,825,170000
534250370,8963,35,1142,299800
534250410,9120,37,901,185000
534251280,9130,45,800,173000
534252090,12122,50,944,178400
534252270,9900,43,832,176000
534276190,7785,55,0,98000
534277060,8593,54,907,109008
534277070,8475,55,952,135750
534400030,8700,48,1120,155000
534400060,10175,47,1425,180500
534401130,9020,45,1127,174900
534401190,9200,46,1136,140000
534403050,8250,47,1092,145000
534403080,9350,46,1219,179900
534403100,9020,47,1248,168500
534403260,9900,50,1114,140000
534426040,10007,52,1053,145500
534427040,10721,52,1252,142000
534428020,12493,51,1100,141000
534428100,11332,51,1118,153000
534451080,6627,62,0,72500
534451170,4130,76,270,52000
534452060,7420,72,991,118000
534453140,4882,74,348,87000
534455030,9600,51,1296,141500
534477080,9600,61,1032,119000
534477090,9600,61,572,141500
534477270,9600,56,992,165500
534479150,7584,58,1036,112900
535103050,13700,46,864,201800
535104020,10197,50,1362,163000
535105030,7875,50,1144,139950
535105060,8400,49,1319,174000
535105090,9150,49,1099,165000
535126140,14670,45,1104,227000
535150210,7390,56,1098,135000
535150280,9204,48,1144,124000
535151160,7763,49,931,140000
535152200,8856,54,1176,136500
535153140,9840,52,1248,185000
535153150,9120,53,1261,163000
535176100,13200,53,1395,166800
535178060,9000,55,1196,139000
535179060,11900,54,1392,166000
535180100,9464,53,1080,136000
535180120,10425,55,1104,133000
535301080,11556,59,720,116000
535302130,9373,58,1152,137500
535302140,12774,58,984,130000
535303030,14250,54,998,180000
535305030,7350,60,952,139000
535305160,7677,58,773,110000
535327230,8838,54,0,100000
535352080,8480,64,832,118500
535354200,12436,54,1824,146000
535375140,10122,63,0,89900
535375160,7506,86,747,114000
535380050,10930,66,913,140000
535380110,5400,71,672,86900
535380140,10836,89,892,139000
535383100,10800,111,0,106250
535402120,9247,49,858,171000
535403010,10180,43,912,139000
535425060,11355,53,1312,186000
535426260,10920,51,1253,157000
535426350,12929,51,1081,148000
535427070,27650,51,585,242000
535451010,8892,58,105,116000
535451050,7200,60,876,94000
535451230,7200,61,0,98300
535452120,7910,51,1075,127000
535453020,8000,52,1256,159000
535453040,8000,49,1027,125900
535453210,7931,51,1269,155000
535454150,8064,63,768,138000
535455060,6390,57,936,112500
535455080,7227,57,832,105500
535455090,7200,57,854,127500
535456050,8513,50,1800,130000
535456070,7200,56,768,150000
535456100,7200,57,825,109500
535475020,7056,48,780,140000
535476370,9760,47,780,167900
535477090,7590,48,1117,136870
902100020,9836,3,192,143000
902100030,5232,86,680,73000
902102060,10440,107,650,157500
902103150,9184,63,780,122600
902105010,4800,101,680,111000
902105020,10440,91,1510,256000
902105130,4800,71,672,64000
902107030,6000,96,728,139500
902109080,11426,101,828,118000
902109110,11426,8,1362,200000
902109120,7628,71,801,119164
902109160,7308,91,936,122250
902128075,5400,91,931,120000
902128150,10800,71,884,155000
902134100,6756,101,481,78000
902136110,5914,121,684,95000
902201120,6000,63,789,115000
902201140,12000,63,924,147000
902202090,9000,65,904,140000
902205070,7311,65,407,46500
902205090,6000,54,928,112500
902205140,6000,57,901,107900
902207120,12205,62,448,65000
902207220,18386,131,1470,295000
902300110,9142,111,797,139500
902300215,12665,96,876,153900
902300260,5350,91,624,132000
902301140,4571,95,624,98000
902301150,9143,111,346,114000
902304060,9600,91,973,130000
902305080,9600,94,735,129500
902306120,6000,106,572,129400
902306130,9600,83,689,161000
902326060,10800,106,482,163000
902328040,6300,97,742,128000
902330010,5250,139,684,122000
902401010,5700,85,572,116900
902401120,13500,118,1237,325000
902402260,11340,91,723,55000
902405070,10800,121,1313,184000
902406020,9750,52,984,110000
902406090,12150,57,1050,131500
902427045,12702,55,0,97000
902427150,8516,53,869,115500
903201030,7111,83,1008,138000
903204010,7425,66,672,108000
903204095,9100,81,742,79500
903206070,7010,76,1024,153000
903225050,6130,87,784,109500
903225140,5000,70,672,124000
903225160,5870,111,554,106900
903226060,6000,71,981,164900
903226150,6000,87,949,119000
903227080,6000,82,862,120000
903228040,6000,74,825,157000
903228060,6000,72,739,105000
903228090,5000,85,992,113000
903230110,5520,91,565,115000
903230120,5940,65,0,79000
903231080,6240,82,704,123000
903232030,6120,66,0,81300
903232090,6240,81,1078,162900
903233080,6240,72,989,150000
903234090,6120,88,1100,123500
903234100,6120,80,952,129900
903235010,6155,91,611,128000
903235100,6324,84,520,68500
903236010,8635,63,672,127000
903400180,13053,88,833,207000
903401020,9120,86,1026,184000
903401030,9144,96,810,162500
903401050,9144,71,883,145000
903425420,10267,93,816,130000
903426160,8094,101,1242,160000
903427090,5100,86,588,161000
903429010,4347,101,796,127500
903452025,6291,81,768,93850
903453050,10266,59,768,136000
903454100,6876,73,1272,141000
903455030,10320,96,880,120000
903455140,7200,86,1040,127500
903456130,7006,86,768,127000
903458110,7920,91,319,89500
903475020,8235,56,825,125000
903476110,5586,91,901,79900
903481010,10320,99,451,85000
903481100,10320,96,536,82375
903484020,10320,105,756,135000
904100020,9488,64,1046,124000
904100040,8250,43,952,134000
904100160,21286,63,720,135000
904101170,17120,52,0,134432
904351280,10106,71,644,127500
905100020,11235,48,981,148000
905102170,11200,46,1040,129500
905103030,13014,33,1008,157500
905104080,7162,45,876,109900
905104110,10265,44,992,145000
905104180,9764,44,894,130000
905107280,7703,33,450,153000
905107380,9981,44,1073,120000
905108170,7400,27,1060,152000
905200090,12900,42,1198,108959
905200100,12900,91,1300,95541
905200160,9000,52,1006,80000
905200510,8544,45,1228,149350
905201020,9239,48,960,144900
905201110,14175,55,988,185000
905201120,13284,57,1383,165000
905202230,13500,51,1602,235000
905225040,13825,53,533,140000
905226030,10200,71,672,108000
905226110,10532,51,988,145000
905227050,8375,70,576,152400
905300020,10200,41,864,144000
905351089,2887,15,1291,173000
905352030,10005,34,1160,192000
905352070,20270,32,1524,245000
905401045,39104,57,1385,241500
905401060,53227,57,1364,256000
905402090,11512,52,1019,177000
905403060,5190,63,570,125600
905403150,10452,58,1094,155000
905425125,45600,103,907,240000
905426030,19550,71,1580,260000
905427050,21780,93,1163,185000
905427070,13728,76,1127,235000
905451330,9571,55,1509,159900
905452070,9350,36,864,99600
905452120,9360,49,621,134500
905476120,8405,111,861,119000
905477050,7000,101,1117,107500
905479110,10880,61,1164,125000
905480150,9600,87,572,79000
905480240,9084,70,616,95000
906204150,11839,21,1475,262280
906204280,9771,16,1077,260000
906223110,9938,17,1602,226500
906223140,14171,18,812,225000
906223220,10541,15,672,229000
906378190,10616,4,628,177439
906380030,9345,4,1615,248500
906412010,11778,3,2271,475000
906412050,11778,3,1751,395039
906420130,11228,18,1080,228000
906424010,11454,16,1401,225000
906475100,11500,45,1182,195000
906476030,12798,14,616,200000
907126030,9750,17,990,155000
907135020,9525,16,1099,144000
907135260,9245,17,990,145000
907175080,8696,14,1418,226001
907176010,13142,14,864,215700
907181120,8998,11,782,207500
907181140,9179,12,873,193000
907187030,8924,13,880,188000
907187080,9382,12,1468,191000
907192130,12803,9,1494,221000
907194020,12435,10,963,231500
907196040,12192,11,928,235000
907196050,11250,10,920,223500
907200110,9200,36,938,130250
907201060,8385,34,985,149900
907202010,12250,33,864,158000
907202160,10970,33,940,147000
907202190,9216,36,1076,143195
907202240,14330,36,864,163000
907203090,7990,36,924,110000
907227050,7180,39,864,127000
907227300,7200,39,780,124900
907250020,9742,9,1777,230000
907251090,9473,9,1128,237000
907253060,10316,11,992,235000
907253110,10400,10,1257,230500
907254020,9066,12,1004,230000
907254090,11404,13,1153,222500
907255020,9240,10,1055,287000
907255030,9720,10,1357,274000
907255060,14860,9,1778,300000
907260010,11250,9,1128,255900
907262030,8158,8,884,224900
907262060,10905,8,1129,240000
907262070,7226,8,798,183000
907265100,11690,12,850,207000
907285080,8750,17,915,210000
907290150,4435,8,848,136500
907290250,4426,7,848,145000
907295020,13125,14,1478,208900
907295100,10126,14,1838,185000
907405020,9135,9,1536,214000
907405140,8450,8,856,208500
907412040,9750,7,1445,186500
907412070,8450,7,1436,210000
907412080,8320,7,770,185900
907412090,11049,4,1234,179900
907418010,11058,4,1564,218836
907418040,9627,4,1351,193000
907420080,8199,6,728,189000
907425010,4426,7,848,149300
907425015,4426,7,848,141000
907425030,4438,7,848,149000
907425035,4438,7,848,144500
908102030,8777,101,796,85000
908102040,8777,111,1272,145900
908102140,9825,45,1092,123000
908102260,9937,46,1256,147500
908103260,12102,35,456,165000
908103280,6500,35,1127,135000
908127120,13907,71,996,108000
908128050,10012,39,1138,137500
908128110,6931,8,746,165400
908151040,9638,34,1029,147000
908152110,7200,35,684,160500
908152270,7024,6,1132,176000
908154080,47007,52,0,284700
908154235,63887,3,6110,160000
908186040,3675,6,547,148000
908201100,6040,56,0,82000
908201110,6012,56,0,82000
908201120,12108,56,1440,118000
908204160,6845,56,0,82500
908225170,6931,56,784,91900
908226120,12180,73,585,120000
908250040,8050,64,0,96000
908250090,9520,58,911,99000
908275130,11767,65,768,130500
908275180,8172,57,941,135000
908275280,16466,56,816,135500
908276140,7692,57,416,100000
909100150,5142,88,949,108000
909100170,5604,86,864,98000
909101060,8248,97,864,67000
909101180,5687,99,780,135900
909131170,12155,86,672,140000
909175050,8400,72,720,179500
909175100,8400,86,1181,136500
909177120,7290,90,1228,168000
909201110,8525,100,940,130000
909250040,9842,90,612,189000
909250230,7804,81,960,161900
909251080,8969,85,644,145000
909251090,11526,89,588,191000
909252110,15576,96,840,177000
909252220,15564,97,676,147500
909253190,6292,81,768,91000
909254050,7609,86,798,231000
909256060,10480,75,1064,115000
909275040,9650,88,784,138000
909275050,7200,80,776,149000
909276170,11988,77,715,188700
909277040,11700,74,942,198000
909277070,9260,73,884,110000
909281030,7801,60,1091,104000
909281110,9670,76,608,257076
909282030,14100,76,728,381000
909425010,15660,72,798,311500
909425085,12392,61,832,263400
909428170,26073,55,1898,236500
909428190,14778,57,1296,224000
909451020,1879,31,516,116500
909451150,1950,31,716,151000
910200080,7000,85,894,126000
910201130,6000,71,720,120000
910202050,3636,89,796,55000
910202100,5890,81,816,120500
910203020,6900,71,740,120500
910203090,8155,81,780,119000
910205010,6000,44,624,126000
910206110,7392,81,520,99500
910226040,9000,53,1151,165500
910251050,14584,59,0,13100
911102090,5280,116,173,89000
911102170,8500,91,649,40000
911102180,5150,101,356,80900
911226010,18000,76,894,81000
911226030,9000,91,592,65000
911370410,5587,3,1600,392500
911370490,3843,4,1596,294464
911370520,3811,7,1594,250000
911370540,3842,7,1594,275000
914453045,23730,15,1840,300000
914465060,13265,9,1568,271000
914467050,11050,15,910,213000
914475020,9880,34,1096,171000
914476010,10125,34,1196,171500
914476080,10260,35,0,100000
914476450,9990,20,1680,228500
916125425,164660,46,1499,228950
916226030,4084,25,1277,241500
916325080,15498,35,1565,287000
916380060,11563,5,1518,294000
916382120,9520,4,1638,293077
916384100,12852,4,920,264966
916386040,9802,5,352,172500
916386180,12018,3,796,218689
916402015,12890,22,1495,150000
916402115,12416,25,1606,184000
916402215,18265,25,1256,180000
916403230,10200,23,1461,175000
916455120,11202,8,1432,232500
916460060,7915,12,1666,195000
916477020,12244,8,1482,305000
921126030,11449,4,1884,298751
921201060,11447,6,1964,370000
923202005,8940,14,1344,209200
923202015,7060,14,1344,206300
923202137,9278,4,1092,146000
923203140,4500,14,1189,160500
923204040,14137,47,1200,173000
923225080,4224,36,1040,124000
923225150,2665,35,264,115000
923225200,2665,35,550,129500
923225310,1974,38,526,105000
923225370,1596,38,462,94900
923227030,17979,43,1113,152500
923228080,1477,41,546,98000
923228420,1890,39,630,81000
923250210,21750,57,988,113000
923252100,6490,28,816,128500
923275090,6951,27,876,119500
923277030,6600,29,816,130500
923277040,6600,29,816,138000
923277080,6600,29,845,134500
923400040,12508,71,983,160000
923426010,12395,27,864,137500
924100020,11075,42,784,172000
1007100110,56600,111,686,103000
526352080,10667,40,1587,167300
526352090,10628,41,1277,167000
526355170,13651,38,2223,244000
526355190,15865,41,2217,268000
527105140,12394,8,847,225000
527107040,10364,16,806,168000
527110080,13869,14,794,177000
527110120,8773,14,916,169000
527110130,8872,14,384,161500
527126030,5330,11,1494,251000
527158090,10147,17,392,160000
527161090,8637,12,923,180000
527162080,7875,15,691,178750
527162090,7875,16,1237,176000
527162140,7500,12,938,204000
527163080,9556,19,1168,160000
527165020,10784,20,384,160000
527165100,9125,19,384,163900
527165170,7655,18,903,168000
527175130,18160,47,1302,154204
527182040,3696,25,1074,170000
527182170,5062,27,1190,207500
527184020,4740,23,1166,182000
527184110,5118,21,1312,212000
527210060,14157,6,1922,377426
527212060,12328,6,1149,349265
527216080,51974,5,2660,591587
527226040,41600,42,1100,155000
527252050,8035,5,1612,319900
527252070,8089,4,1419,392000
527256030,14082,5,2220,441929
527256040,13870,5,1742,455000
527301080,12546,30,1440,182900
527301280,10960,27,1284,174000
527302020,12090,27,585,178000
527302060,12090,30,725,176000
527302090,12299,33,1529,213000
527325090,11339,32,780,192000
527325110,11952,34,808,190000
527327050,12046,35,848,195000
527328020,10395,33,1032,148000
527328050,11850,27,1153,151500
527353080,11584,32,539,197000
527354050,10400,32,1259,192350
527356050,10793,42,780,152000
527357020,13001,40,1625,170000
527358060,12243,40,1484,175000
527359010,11700,43,702,175000
527359080,12384,35,793,197900
527359160,8991,35,1228,174000
527377110,8000,37,1084,178900
527402090,10500,40,372,139000
527402150,10530,40,981,143250
527402240,7472,39,725,184000
527403310,9457,41,925,155000
527404050,7920,41,914,133000
527404100,9758,40,950,119500
527404140,8294,40,858,123000
527404150,7340,40,858,110000
527425025,17199,50,914,128000
527425140,9000,40,864,120500
527427090,4058,13,723,133000
527427160,4113,10,1337,155000
527427200,10943,14,1405,177000
527450030,2205,38,525,113500
527450150,1890,38,672,113000
527450220,2058,38,672,113700
527451020,2016,41,630,106000
527451170,1920,40,765,122500
527452100,4928,35,1078,128000
527453010,2308,35,804,155000
527455030,2304,33,1061,142500
527455250,7150,45,988,129250
528102050,12469,5,1790,356000
528102090,11694,4,1822,314813
528102100,12030,4,1694,318000
528102120,11825,5,1694,322400
528102130,12085,4,1734,318000
528104010,14333,4,2108,345474
528106040,14450,5,2121,415298
528106050,13641,4,1934,492000
528106060,13440,5,1108,338931
528106110,15431,6,1994,450000
528108160,14154,5,1063,280000
528110040,13891,4,2552,479069
528110070,14226,5,1935,395000
528110100,13693,5,2153,380000
528112150,11428,5,1626,250000
528114050,14977,5,1976,440000
528118040,13654,6,1704,418000
528118050,17169,4,2320,500067
528120010,16659,4,1582,260116
528120150,9591,7,1143,317000
528142050,9709,4,918,319500
528144050,10562,4,1582,325624
528150040,13615,5,1802,372000
528150110,13069,7,1706,342000
528150120,12099,7,1136,354000
528166150,14277,8,1317,350000
528168040,11999,8,1181,285000
528172030,12568,4,895,281500
528172050,9926,6,1614,245700
528172070,9254,6,1721,232698
528172075,10732,5,1298,250000
528174010,7577,6,1362,194700
528174020,3901,6,1302,204000
528174030,3903,6,1302,200000
528174040,6289,6,1362,207000
528181060,4590,5,1554,209500
528181070,4590,5,1554,209500
528181080,6442,5,1370,202500
528186050,7841,6,1577,280000
528186090,7313,6,1561,277500
528186120,7820,4,1869,318061
528186190,6240,5,1324,221370
528188160,3242,8,1405,200000
528218010,15810,4,768,181755
528218020,10237,6,768,176000
528218050,10237,6,783,178900
528218100,13204,5,608,168165
528221030,8857,5,738,171925
528221040,9729,5,698,198444
528221050,12216,6,1326,203000
528221090,9018,4,728,179540
528222030,8993,4,1302,176485
528222040,8899,4,1340,181134
528222050,8499,5,616,156932
528222060,8229,4,752,166000
528222080,7713,4,728,177594
528222090,7697,4,1246,173500
528228270,3922,5,1258,172500
528228275,3922,5,1258,194201
528228375,3621,8,1406,226500
528228555,3710,4,1266,185485
528231010,14572,7,1530,259000
528231030,16219,7,835,188500
528235000,11084,7,384,175000
528235160,11796,7,847,215000
528235170,10936,5,1510,206580
528240020,8244,7,840,183500
528250010,11950,8,384,165500
528250070,7875,8,847,211000
528275035,8063,11,924,181000
528275110,8740,9,854,219500
528280110,7917,12,953,175000
528280150,9967,11,384,170000
528290060,7750,8,660,162000
528290170,9487,11,915,187000
528294010,9649,12,941,185000
528320050,15623,15,2396,745000
528322020,12191,14,1779,384500
528326060,11000,11,969,248000
528327060,11400,10,2633,466500
528340030,10557,13,1408,410000
528344020,11002,13,1389,322500
528348030,10790,13,1066,252000
528351010,21535,17,2444,755000
528354060,9920,15,1117,269790
528354110,11787,15,1379,315750
528358040,9950,16,1203,290000
528364110,12257,16,1318,290000
528366050,12692,19,3200,430000
528366070,11762,19,1105,263000
528376010,9044,15,1325,330000
528427040,9910,4,1369,213133
528427100,11830,4,1542,260261
528429090,11670,5,1905,320000
528429110,15256,4,1485,282922
528431030,10612,5,1524,215000
528431040,12291,4,1966,419005
528431050,13501,5,1623,255000
528431110,9986,5,1795,147000
528435010,9965,4,1528,235876
528435040,9416,4,1726,311872
528435060,9849,4,1689,248328
528435070,10000,5,1588,227000
528439040,8847,6,1538,260000
528439050,9158,4,1496,225000
528439080,8251,6,1494,249000
528441080,10084,7,1686,307000
528445020,9605,5,982,250000
528445070,8778,5,1302,221300
528456190,8640,4,1338,208900
528456230,9000,5,1335,210400
528458080,8640,4,896,255000
528458090,10411,4,725,212109
528458120,9000,5,1088,270000
528458130,9000,4,1184,303477
528458150,12217,4,955,310013
528477020,11096,5,1656,249700
528480020,10207,4,874,227875
528480180,10440,4,1574,261329
528482010,11824,5,1685,253000
528482030,10625,7,1158,265000
528482090,11143,7,1580,340000
531363020,7500,5,1100,146000
531363040,7500,5,1143,147000
531375140,12450,8,1094,149000
531376060,7441,5,1461,181000
531380110,8462,17,928,201000
531384070,11613,18,864,191750
531385070,8450,11,1349,179000
531385130,16196,13,1482,215000
531451030,8012,19,1575,179200
531451150,8012,31,630,128000
531453140,9180,28,840,144000
531477040,8400,34,0,144000
532353120,6285,34,894,120750
532354010,8480,48,970,132500
532354060,7420,49,1057,132000
532354070,7758,49,999,132500
532376040,6970,50,1040,129000
532376090,13673,49,1140,143900
532377050,7476,43,1040,145000
532377140,9945,50,988,128500
532378240,6173,44,876,125500
532476080,19522,21,1223,300000
532477040,17542,37,1192,294000
532479050,10751,37,1037,129000
532479120,16647,36,1390,171000
532479140,12712,38,1044,147000
533120030,9572,21,1453,302000
533130170,10678,19,1683,285000
533205110,4379,7,1378,214000
533206060,3523,5,1141,166000
533206070,3784,5,1511,193800
533208010,4230,5,1352,208900
533208020,3606,5,1352,194000
533208030,5330,5,1550,207500
533208040,4274,5,1241,199900
533208070,4251,5,625,164700
533213130,2280,12,744,176500
533213140,3230,12,729,176000
533221030,2117,11,756,168500
533221060,2117,11,756,177000
533221100,2117,11,756,177000
533223050,5105,7,551,148800
533236040,2645,12,776,174000
533241030,7399,14,975,239000
533242080,7321,12,1339,204000
533242090,8010,8,1054,301000
533244040,8413,13,1220,312500
533250190,9466,17,1494,279700
533251110,12000,31,2002,255000
533251130,16157,33,1360,194000
533252130,10768,35,1437,218000
533253180,3840,33,1057,213750
533254100,9600,35,528,187000
533254130,9600,35,1262,181500
533350020,17778,30,2461,373000
533352075,18890,34,1361,190000
534104090,7050,10,1057,226000
534125120,11700,43,912,143450
534127080,8000,41,1008,240050
534127140,8723,42,973,162500
534127260,11700,43,1295,164000
534128090,11358,39,1124,185000
534151090,9547,18,1594,188500
534151180,10530,18,1148,255000
534175010,11500,35,1680,136905
534176140,10738,45,1093,158500
534177210,9600,38,1242,175500
534178010,10800,48,1052,127000
534201040,8050,44,949,127000
534202030,10355,44,1214,143000
534204120,10289,46,1073,156000
534252040,9503,53,1024,144000
534252060,10624,47,1728,119000
534252070,10899,47,0,103000
534252110,12342,51,978,139900
534275170,12772,51,958,151500
534275220,8892,51,1065,126500
534276070,10482,53,588,145000
534276160,7535,53,912,120000
534276180,7450,55,894,124000
534276290,8339,52,0,106500
534278150,14357,50,864,140500
534278170,8243,50,964,137500
534278190,8680,51,894,117600
534401120,8800,45,1174,163500
534401200,9200,46,1042,161000
534403040,9350,47,1302,158000
534403290,8800,47,845,224500
534403420,11382,47,1130,147000
534425015,22002,52,1592,200000
534425080,14585,51,1144,181900
534427140,7388,52,1063,150750
534429030,9842,49,0,101800
534430090,8280,61,932,124000
534431020,12172,71,822,138500
534450090,5000,65,0,39300
534450110,5000,65,666,64500
534451020,3500,66,370,64000
534453080,5175,53,808,112000
534475170,9500,47,816,165000
534476080,9600,56,1078,144000
534478140,11345,63,928,137000
534479120,9492,70,768,105000
534479140,9480,69,728,146500
535101150,8668,43,1560,126000
535102010,10050,45,793,175000
535105110,9600,50,1218,158500
535106140,10150,53,912,114500
535106180,11344,53,874,144000
535126180,18450,46,1021,129000
535151020,8760,54,936,141000
535151100,6860,55,1008,131000
535151110,8250,48,1053,142100
535152060,8176,53,1056,139000
535154080,9750,53,1442,157900
535155110,9250,57,1056,139400
535176070,11988,54,1244,150000
535177020,9100,51,1144,120000
535177110,9736,54,1331,174850
