customerID,TotalCharges,MonthlyCharges,tenure,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,PhoneService_No,PhoneService_Yes,Churn
2391-SOORI,219.65,49.35,4,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
4803-LBYPN,635.9,20.8,34,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7622-FWGEW,4824.45,85.65,56,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8535-SFUTN,6300.15,106.45,61,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
6480-YAGIY,5031.85,112.2,45,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
8785-CJSHH,5985.75,99.8,60,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
7508-KBIMB,1454.25,56.25,24,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
1262-OPMFY,655.9,75.75,9,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
0258-NOKBL,268.45,90.4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
9507-EXLTT,79.35,79.35,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1
8908-SLFCJ,435.25,20.85,21,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0
9099-FTUHS,1249.25,54.4,23,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
2979-SXESE,1607.2,94.4,17,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
0781-LKXBR,918.6,100.5,9,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
4250-ZBWLV,7176.55,108.45,68,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
4829-ZLJTK,8046.85,112.4,72,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
6791-YBNAK,467.85,25.55,18,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
0410-IPFTY,2674.15,83.85,31,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
3068-OMWZA,88.8,88.8,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
7641-TQFHN,3895.35,100.55,39,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
7928-VJYAB,1020.2,90.6,11,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
6982-UQZLY,20.85,20.85,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1
3717-OFRTN,19.75,19.75,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
5226-NOZFC,2146.5,85.75,26,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
7698-YFGEZ,20.0,20.0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
5167-GBFRE,102.5,25.2,4,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1
2373-NTKOD,546.45,66.25,8,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
0784-GTUUK,1446.8,23.75,62,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0
7137-NAXML,405.6,20.15,23,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
0907-HQNTS,7987.6,113.0,70,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
8399-YNDCH,1236.15,60.05,21,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1
6595-YGXIT,2291.2,88.95,25,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
5652-MSDEY,777.3,75.75,10,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
6647-ZEDXT,3327.05,110.45,30,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
6177-PEVRA,2627.35,55.5,48,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
9327-QSDED,335.4,43.55,8,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
7742-MYPGI,297.35,48.8,6,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
5223-UZAVK,6603.8,100.3,64,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
3727-OWVYD,2021.2,61.2,35,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
6097-EQISJ,6615.15,102.45,66,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1
4322-RCYMT,5293.95,75.8,68,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1
5954-BDFSG,7853.7,107.5,72,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
1839-UMACK,949.85,25.05,42,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
4927-WWOOZ,171.45,91.45,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
1265-BCFEO,5662.25,80.45,71,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2740-TVLFN,50.15,50.15,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
7789-HKSBS,4599.15,105.2,42,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
6390-DSAZX,73.6,73.6,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1
7649-SIJJF,5585.4,80.1,71,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
5793-YOLJN,1210.3,21.0,55,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7197-VOJMM,4671.65,69.2,67,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1810-MVMAI,2000.2,67.6,30,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
8769-KKTPH,6311.2,99.65,63,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
2777-PHDEI,78.05,78.05,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
4432-ADRLB,74.9,44.65,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
4660-IRIBM,1500.5,87.9,18,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
5311-IHLEI,605.75,50.95,12,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
4578-PHJYZ,3482.85,68.75,52,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
9209-NWPGU,2774.55,65.4,44,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
7446-SFAOA,717.5,19.85,37,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
0064-YIJGF,1929.0,75.75,27,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0
0328-GRPMV,70.1,70.1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
3038-PQIUY,2522.4,66.15,38,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
5056-FIMPT,4532.3,106.0,43,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
2359-KMGLI,1861.5,80.25,24,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
9780-FKVVF,336.7,59.15,6,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2027-FECZV,1253.9,106.7,12,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
9795-SHUHB,3810.8,58.2,66,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0468-YRPXN,2807.1,98.8,29,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
9146-JRIOX,372.45,25.55,14,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7005-CCBKV,556.35,84.4,6,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
3847-BAERP,247.0,20.9,10,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7157-SMCFK,1124.2,19.75,61,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
4791-QRGMF,5961.1,99.5,59,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
1492-QGCLU,4616.1,85.7,53,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
1142-IHLOO,4475.9,87.55,51,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
9993-LHIEB,4627.65,67.85,67,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
3352-ALMCK,4108.15,102.65,40,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
1814-DKOLC,134.75,25.45,5,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
6127-ISGTU,1378.25,84.95,16,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
7716-YTYHG,4029.95,82.05,48,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
9643-AVVWI,241.3,80.0,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
6067-NGCEU,7107.0,111.05,65,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
9504-YAZWB,1048.45,20.25,53,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
5676-CFLYY,5154.5,73.35,71,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
3987-KQDDU,661.55,75.6,9,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
4576-CSAJH,1193.05,55.15,22,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1
6330-JKLPC,896.9,80.5,11,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
8896-RAZCR,868.1,19.9,44,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
5301-GAUUY,2596.15,80.35,32,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
0596-BQCEQ,6283.3,100.15,62,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
8083-YTZES,265.35,74.35,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
8106-GWQOK,2193.2,60.0,38,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0
5995-OIGLP,654.85,56.65,12,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
2753-JMMCV,4805.65,74.2,65,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0661-KBKPA,3942.45,78.75,53,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0
5494-HECPR,80.25,80.25,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
2277-AXSDC,624.15,19.75,32,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
8067-NIOYM,490.65,21.1,24,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0
8433-WXGNA,189.2,75.7,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
5766-XQXMQ,1970.5,68.85,29,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1
7310-EGVHZ,20.2,20.2,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
6614-YOLAC,4145.25,58.65,71,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
0621-TWIEM,402.6,45.55,10,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1
8590-OHDIW,749.35,20.3,38,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7682-AZNDK,3091.75,89.85,34,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
4713-LZDRV,195.05,79.6,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
2933-FILNV,36.55,24.4,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1
4484-GLZOU,5624.85,105.05,52,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
8853-TZDGH,8012.75,111.6,72,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
2150-OEGBV,562.6,20.1,27,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
0122-OAHPZ,511.25,73.85,7,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
4678-DVQEO,52.2,52.2,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1
1894-IGFSG,1907.85,89.25,22,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
4674-HGNUA,6457.15,89.9,71,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
9411-TPQQV,2236.2,54.55,40,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0
0148-DCDOS,2362.1,94.7,25,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
4529-CKBCL,146.05,80.2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
8393-DLHGA,2448.75,95.9,25,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
6141-OOXUQ,19.65,19.65,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
6907-NZZIJ,3615.6,99.15,36,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
6738-ISCBM,2440.25,54.0,44,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
4958-XCBDQ,3496.3,101.4,35,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
4902-OHLSK,2862.75,98.65,29,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
5656-MJEFC,2032.3,48.15,42,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
4228-ZGYUW,368.1,90.05,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
1740-CSDJP,35.25,35.25,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1
1552-CZCLL,1087.25,20.0,55,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
4658-HCOHW,2110.15,102.8,21,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
4102-OQUPX,74.4,74.4,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
4815-YOSUK,7537.5,104.9,72,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
5349-AZPEW,125.5,25.05,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
7978-DKUQH,1797.75,74.6,25,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
5597-GLBUC,85.45,85.45,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
3594-IVHJZ,42.45,20.45,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
1389-CXMLU,289.1,91.05,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
2154-KVJFF,1111.85,79.75,15,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
7950-XWOVN,383.55,34.7,11,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
3988-RQIXO,91.3,91.3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
8120-JDCAM,284.9,69.55,4,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
4763-PGDPO,281.0,70.4,4,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
9763-GRSKD,587.45,49.95,13,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
5480-TBGPH,2431.35,99.3,24,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1
1536-HBSWP,49.9,49.9,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
1790-NESIO,261.3,20.4,13,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
2625-TRCZQ,2553.35,49.65,51,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
7654-YWJUF,3539.25,84.25,43,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0
4592-IWTJI,91.7,29.7,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
5144-TVGLP,3653.0,94.75,38,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
4817-VYYWS,2983.8,100.2,30,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
5543-QDCRY,234.85,56.4,4,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
3247-ZVOUO,851.75,85.55,10,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
0362-ZBZWJ,3067.2,84.9,36,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
7279-NMVJC,323.15,19.9,17,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
1725-IQNIY,6110.2,109.75,54,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
8806-EAGWC,159.15,55.15,3,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1
8481-YYXWG,461.7,89.35,5,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
1125-SNVCK,2106.05,43.8,49,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1585-MQSSU,900.5,51.5,17,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
9763-PDTKK,387.2,94.4,4,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
6227-FBDXH,6841.45,99.5,69,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
3199-XGZCY,576.7,75.25,8,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
0820-FNRNX,1077.05,66.7,17,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1206-EHBDD,4513.65,80.3,56,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
7018-WBJNK,1033.95,78.3,13,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
9948-YPTDG,3013.05,79.45,38,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
9779-DPNEJ,1790.65,80.15,22,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
4323-ELYYB,218.55,20.0,13,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
4178-EGMON,5986.45,88.0,70,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
9058-CBREO,50.55,50.55,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
4765-OXPPD,663.05,65.0,9,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
7602-DBTOU,1416.5,19.6,71,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
9773-PEQBZ,797.25,79.85,10,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
7576-OYWBN,231.8,76.05,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
6818-WOBHJ,6127.6,89.6,68,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
3500-RMZLT,1426.75,96.3,15,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
5449-FIBXJ,2012.7,103.3,19,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
9139-WQQDY,4941.8,100.45,49,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1
7665-VIGUD,176.3,20.35,10,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
6353-BRMMA,5645.8,104.1,54,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
8929-KSWIH,2513.5,99.3,25,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
6259-WJQLC,2619.25,81.1,32,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
8984-EYLLL,6823.4,105.25,64,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
2424-WVHPL,74.7,74.7,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
2150-UWTFY,1422.05,61.15,22,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
9762-YAQAA,3213.75,81.4,39,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
5389-FFVKB,2483.05,80.3,32,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1
3027-YNWZU,1584.8,25.0,64,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
5451-YHYPW,8443.7,115.75,72,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
2581-VKIRT,3801.3,65.5,59,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
6030-REHUX,3204.4,110.85,28,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0877-SDMBN,5639.05,103.95,54,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
7711-YIJWC,5264.5,84.9,61,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9689-PTNPG,144.55,80.25,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
2867-UIMSS,80.5,80.5,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
5384-ZTTWP,272.95,19.8,15,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
5148-ORICT,4759.55,74.35,64,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
8634-MPHTR,4871.05,100.05,47,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
0125-LZQXK,1553.95,101.35,15,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
6366-ZGQGL,24.8,24.8,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
0203-HHYIJ,676.35,25.3,25,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1
6024-RUGGH,1798.9,25.2,72,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
4077-CROMM,3243.45,104.2,31,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
7206-PQBBZ,834.7,70.2,11,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
3797-VTIDR,23.45,23.45,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1
0137-OCGAB,80.2,80.2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1
8984-HPEMB,8477.6,118.65,71,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
7529-ZDFXI,4925.35,89.85,57,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
2372-HWUHI,81.25,44.35,2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
5192-EBGOV,85.7,85.7,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
4919-IKATY,453.75,84.5,5,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
3716-BDVDB,69.1,69.1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
5480-XTFFL,697.7,21.0,31,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7596-IIWYC,538.2,20.25,27,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3254-YRILK,1775.8,88.2,19,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
2000-MPKCA,6332.75,107.75,58,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
6732-FZUGP,4615.25,94.9,47,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
0516-UXRMT,5755.8,92.05,62,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
5883-GTGVD,1931.75,99.95,19,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
8519-IMDHU,1345.55,85.6,15,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
6023-GSSXW,4131.2,61.45,69,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
8378-LKJAF,3956.7,101.15,38,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
6166-ILMNY,144.55,69.75,2,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
0516-QREYC,459.95,20.3,24,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
6211-WWLTF,6330.4,99.7,63,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
5515-IDEJJ,19.9,19.9,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
2082-CEFLT,45.6,45.6,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1
7209-JCUDS,1048.85,94.9,10,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
7666-WKRON,3201.55,80.45,39,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
5174-RNGBH,620.55,66.25,9,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1
3714-NTNFO,3906.7,84.5,49,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
5935-FCCNB,1608.15,94.2,17,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
3518-PZXZQ,55.3,55.3,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0
8388-FYNPZ,245.15,56.75,4,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
5143-EGQFK,291.4,29.65,10,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1
6892-EZDTG,365.4,91.65,4,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
8740-XLHDR,219.0,43.25,5,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1
6994-ORCWG,773.2,54.25,14,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
8395-ETZKQ,1193.55,19.5,68,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
